       3.9887      72.4068
       4.2421      67.0264
       4.1888      73.5497
       4.2255      66.1641
       4.0969      78.3097
       4.1041      72.9943
       4.1118      74.9109
       4.1781      72.2385
       4.2592      73.1005
       4.1131      74.6836
       4.1551      69.2148
       4.0115      75.8273
       4.1513      74.4756
       4.3966      65.2001
       4.2625      59.7218
       3.9420      73.5045
       4.4242      71.7700
       4.0271      76.2512
       3.9787      74.7147
       4.2401      74.1713
       3.9674      75.4998
       4.0094      76.9271
       4.0097      75.2377
       4.2982      76.1477
       4.3989      66.8375
       4.5516      68.3437
       4.2397      66.8065
       4.1259      67.9100
       4.2853      63.9395
       4.1527      61.3983
       4.2788      69.9268
       4.0421      70.1743
       4.1113      73.4516
       4.0899      70.5301
       4.0301      68.1176
       4.2402      78.6903
       4.6359      77.4691
       4.0357      73.3570
       4.1504      71.8826
       4.2605      70.0232
       4.1212      74.2262
       3.8952      80.4637
       4.1453      75.9855
       4.1678      70.6772
       3.9769      83.1884
       4.0875      72.7052
       4.1782      66.1019
       4.5439      69.2110
       4.0684      71.7142
       4.6967      75.1135
       4.8712      78.4395
       4.0912      80.8458
       4.2495      71.3745
       4.1834      69.5851
       4.0043      71.8919
       4.2158      67.6501
       4.1184      74.2031
       4.2978      71.5464
       3.9875      65.9279
       4.1081      67.1273
       4.3794      70.2428
       4.2360      72.3726
       4.2573      67.9590
       4.1750      76.4230
       4.3780      69.1419
       4.1667      72.4145
       3.9778      71.2810
       4.2585      68.5085
       4.0232      69.9011
       4.2480      68.2163
       4.0432      73.0506
       4.2139      75.2385
       4.0344      71.8396
       3.9680      80.5655
       4.0541      76.5397
       4.2140      70.0101
       4.1136      79.4235
       4.2674      77.0805
       4.3420      75.0352
       4.1192      69.8194
       4.1930      76.3427
       4.2248      78.2195
       4.6004      72.1506
       4.2217      67.0942
       4.0091      68.2715
       4.4909      70.0450
       4.0361      73.8637
       4.1454      72.0394
       3.9136      77.6434
       4.2032      74.6944
       4.0787      80.0279
       4.0982      66.1604
       4.2026      72.4399
       4.1118      70.9531
       4.0090      71.3884
       4.2129      83.8021
       4.0669      78.1262
       5.0560      80.6995
       4.1004      77.5413
       4.0694      79.0747
       4.0009      76.5229
       4.2911      82.5833
       4.3305      69.9830
       4.2439      73.0609
       4.2110      71.7256
       4.0655      74.4420
       4.3427      76.0189
       4.0434      81.0320
       4.1528      66.4435
       4.1023      77.5460
       4.2544      68.1786
       4.1441      69.0864
       4.1835      72.5763
       4.2475      73.7727
       4.1265      78.3992
       4.1318      79.2687
       3.9230      78.1545
       4.2120      79.4302
       4.2637      68.9352
       4.0501      72.1372
       4.1414      76.1399
       4.1965      71.2279
       3.9588      81.7064
       4.1361      73.5675
       4.1644      71.8296
       4.1090      73.1339
       4.0855      75.6046
       4.3407      71.6413
       4.0709      68.6647
       4.1248      79.3751
       4.1578      74.2808
       4.1804      78.9090
       4.1889      72.7773
       4.1814      72.0570
       4.1170      72.0823
       4.0768      71.3340
       4.2737      62.7919
       3.9351      72.1713
       4.0611      76.9220
       3.9861      70.9919
       4.0949      77.5153
       4.0581      76.0016
       4.2218      73.2292
       3.8783      77.9554
       4.1921      74.3608
       4.2284      60.7370
       4.1347      69.0944
       4.1663      69.9131
       4.5069      65.3003
       4.4844      71.8342
       3.9706      73.1796
       3.9292      74.2252
       4.0315      78.1278
       4.1389      73.1979
       4.3016      69.1269
       4.3832      70.1009
       4.1791      73.1693
       4.3979      87.6091
       4.0736      78.7029
       4.3172      69.2212
       4.1065      70.3021
       4.3541      70.5419
       4.1752      73.5398
       4.2177      73.3684
       4.0058      75.3091
       4.0867      69.0047
       4.2229      66.4510
       4.0141      66.9020
       4.3134      82.9820
       4.2050      75.0666
       4.1002      71.0782
       4.2210      67.3344
       4.2254      66.0943
       4.2266      75.3944
       4.1609      75.3132
       4.0416      72.7160
       4.2664      75.8994
       4.1478      81.5623
       4.0704      75.4885
       4.1307      71.7660
       4.1561      74.3767
       4.4885      68.8829
       4.1855      69.3944
       4.1814      75.0769
       4.1561      75.6128
       4.0219      74.2274
       4.2508      68.8991
       4.1907      74.5379
       4.1680      79.8436
       4.0333      74.6435
       4.2163      72.6373
       4.2489      75.5251
       4.1644      71.0534
       4.1421      72.9307
       5.0133      77.6904
       4.0115      75.8477
       4.2226      70.5993
       4.1844      68.2155
       4.3359      73.5124
       4.3349      67.3376
       4.0204      73.9810
       4.1412      74.7343
       4.1419      69.8994
       4.0663      73.6326
       4.1649      69.1143
       4.0693      76.1264
       4.3005      74.7774
       4.2053      72.4511
       4.1109      75.4588
       4.1836      73.7343
       4.0344      70.3580
       4.1087      72.1219
       4.1352      67.9351
       4.2087      69.3310
       4.3179      76.6329
       4.2616      66.6214
       4.3445      62.8239
       4.2480      64.7456
       4.2939      69.1525
       4.1759      70.0348
       4.1538      74.5507
       4.1663      74.5807
       4.5788      67.9549
       4.5526      64.7278
       4.1820      70.8876
       4.0905      71.3582
       4.0151      76.3297
       4.0962      80.9778
       4.0813      86.2899
       4.4018      71.6747
       4.8220      75.7093
       4.2108      71.6809
       4.1875      76.5569
       4.1945      75.3035
       4.2052      71.4847
       4.1647      63.5756
       5.0544      77.9721
       4.9416      70.1827
       4.9239      74.6088
       4.2535      82.7431
       4.4575      67.2477
       4.2666      64.5138
       4.2338      77.1219
       4.0848      72.9236
       4.2392      72.8038
       4.0830      74.1258
       3.9895      74.5785
       4.1661      65.8956
       4.0523      66.7986
       4.1913      77.9381
       4.3573      68.7025
       4.4181      72.4164
       4.2928      70.1057
       4.1558      79.7182
       4.3714      78.7307
       4.4198      64.1014
       4.3086      73.8290
       4.3004      73.9912
       4.4073      72.3468
       4.5742      76.1503
       4.5147      85.5790
       4.2287      64.9025
       4.2604      68.9376
       4.1956      75.0843
       4.2537      70.6114
       4.7602      58.5802
       4.1358      74.1996
       4.0586      76.5739
       4.1914      67.6783
       4.1187      72.4406
       4.0632      71.5952
